question,answer
"I'm using Python's logging module to log some debug strings to a file which works pretty well. Now in addition, I'd like to use this module to also print the strings out to stdout. How do I do this? In order to log my strings to a file I use following code:","Just get a handle to the root logger and add the StreamHandler. The StreamHandler writes to stderr. Not sure if you really need stdout over stderr, but this is what I use when I setup the Python logger and I also add the FileHandler as well. Then all my logs go to both places (which is what it sounds like you want)."
"I'm using Python's logging module to log some debug strings to a file which works pretty well. Now in addition, I'd like to use this module to also print the strings out to stdout. How do I do this? In order to log my strings to a file I use following code:","logging.basicConfig() can take a keyword argument handlers since Python 3.3, which simplifies logging setup a lot, especially when setting up multiple handlers with the same formatter:"
"I have a dictionary which looks like this: di = {1: ""A"", 2: ""B""}",You can use .replace.  For example:
"I have a dictionary which looks like this: di = {1: ""A"", 2: ""B""}","If your dictionary has more than a couple of keys, using map can be much faster than replace.  There are two versions of this approach, depending on whether your dictionary exhaustively maps all possible values (and also whether you want non-matches to keep their values or be converted to NaNs):"
Is there a way to expand a Python tuple into a function - as actual parameters?,myfun(*some_tuple) does exactly what you request. The * operator simply unpacks the tuple (or any iterable) and passes them as the positional arguments to the function. Read more about unpacking arguments.
Is there a way to expand a Python tuple into a function - as actual parameters?,Note that you can also expand part of argument list:
How to fix it?,"Without seeing the source it's difficult to know the root cause, so I'll have to speak generally."
How to fix it?,Finally I got it:
I have a parameter file of the form:,str.replace() v2|v3 does not recognize regular expressions. 
I have a parameter file of the form:,You are looking for the re.sub function.
"This ""underscoring"" seems to occur a lot, and I was wondering if this was a requirement in the Python language, or merely a matter of convention?",From the Python PEP 8 -- Style Guide for Python Code:
"This ""underscoring"" seems to occur a lot, and I was wondering if this was a requirement in the Python language, or merely a matter of convention?","The other respondents are correct in describing the double leading and trailing underscores as a naming convention for ""special"" or ""magic"" methods."
"I need to print some stuff only when a boolean variable is set to True. So, after looking at this, I tried with a simple example:",Python does not have a trailing if statement.
"I need to print some stuff only when a boolean variable is set to True. So, after looking at this, I tried with a simple example:","Inline if-else EXPRESSION must always contain else clause, e.g:"
"When writing custom classes it is often important to allow equivalence by means of the == and != operators. In Python, this is made possible by implementing the __eq__ and __ne__ special methods, respectively. The easiest way I've found to do this is the following method:",Consider this simple problem:
"When writing custom classes it is often important to allow equivalence by means of the == and != operators. In Python, this is made possible by implementing the __eq__ and __ne__ special methods, respectively. The easiest way I've found to do this is the following method:",You need to be careful with inheritance:
I want to plot a graph with one logarithmic axis using matplotlib. ,You can use the Axes.set_yscale method. That allows you to change the scale after the Axes object is created. That would also allow you to build a control to let the user pick the scale if you needed to.
I want to plot a graph with one logarithmic axis using matplotlib. ,"First of all, it's not very tidy to mix pylab and pyplot code. What's more, pyplot style is preferred over using pylab."
"Let's say I have two lists, l1 and l2.  I want to perform l1 - l2, which returns all elements of l1 not in l2.",Python has a language feature called List Comprehensions that is perfectly suited to making this sort of thing extremely easy. The following statement does exactly what you want and stores the result in l3:
"Let's say I have two lists, l1 and l2.  I want to perform l1 - l2, which returns all elements of l1 not in l2.",One way is to use sets:
I have a set like this:,"e.g, keep.update(xrange(11)) for your specific example.  Or, if you have to produce the values in a loop for some other reason,"
I have a set like this:,Define set
Is it possible to read binary MATLAB .mat files in Python?,"An import is required, import scipy.io..."
Is it possible to read binary MATLAB .mat files in Python?,"Neither scipy.io.savemat, nor scipy.io.loadmat work for MATLAB arrays version 7.3. But the good part is that MATLAB version 7.3 files are hdf5 datasets. So they can be read using a number of tools, including NumPy."
Why are there no ++ and -- operators in Python?,"It's not because it doesn't make sense; it makes perfect sense to define ""x++"" as ""x += 1, evaluating to the previous binding of x""."
Why are there no ++ and -- operators in Python?,"This original answer I wrote is a myth from the folklore of computing: debunked by Dennis Ritchie as ""historically impossible"" as noted in the letters to the editors of Communications of the ACM July 2012 doi:10.1145/2209249.2209251"
"How to make pytest print traceback, so I would see where in the whatever function an exception was raised?",pytest.raises(Exception) is what you need.
"How to make pytest print traceback, so I would see where in the whatever function an exception was raised?",Do you mean something like this:
Consider three functions:,"On the actual behavior, there is no difference. They all return None and that's it. However, there is a time and  place for all of these.
The following instructions are basically how the different methods should be used (or at least how I was taught they should be used), but they are not absolute rules so you can mix them up if you feel necessary to."
Consider three functions:,"Yes, they are all the same. "
"It seems there are already quite some questions here about relative import in python 3, but after going through many of them I still didn't find the answer for my issue. 
so here is the question. ",EDIT: There are better/more coherent answers to this question in other questions: 
"It seems there are already quite some questions here about relative import in python 3, but after going through many of them I still didn't find the answer for my issue. 
so here is the question. ","Try this.
Worked for me."
How do I tell the time difference in minutes between two datetime objects?,"Subtracting the later time from the first time difference = later_time - first_time creates a datetime object that only holds the difference.
In the example above it is 0 minutes, 8 seconds and 562000 microseconds."
How do I tell the time difference in minutes between two datetime objects?,Using datetime example
If I do this:,"Operator precedence 2.x, 3.x. The precedence of not is lower than that of in. So it is equivalent to:"
If I do this:,not x in y is evaluated as x not in y
"I use python to create my project settings setup, but I need help getting the command line arguments.",Python tutorial explains it:
"I use python to create my project settings setup, but I need help getting the command line arguments.",(not including the name of the Python file)
How to check whether a pandas DataFrame is empty? In my case I want to print some message in terminal if the DataFrame is empty. ,You can use the attribute df.empty to check whether it's empty or not:
How to check whether a pandas DataFrame is empty? In my case I want to print some message in terminal if the DataFrame is empty. ,I use the len function. It's much faster than empty. len(df.index) is even faster.
I saw this in someone's code:,"In Python 3, they made the / operator do a floating-point division, and added the // operator to do integer division (i.e., quotient without remainder); whereas in Python 2, the / operator was simply integer division, unless one of the operands was already a floating point number."
I saw this in someone's code:,"// is unconditionally ""flooring division"", e.g:"
PEP 8 states:,"Module importing is quite fast, but not instant. This means that:"
PEP 8 states:,"Putting the import statement inside of a function can prevent circular dependencies.
For example, if you have 2 modules, X.py and Y.py, and they both need to import each other, this will cause a circular dependency when you import one of the modules causing an infinite loop. If you move the import statement in one of the modules then it won't try to import the other module till the function is called, and that module will already be imported, so no infinite loop. Read here for more - effbot.org/zone/import-confusion.htm"
How do I accomplish variable variables in Python?,You can use dictionaries to accomplish this. Dictionaries are stores of keys and values. 
How do I accomplish variable variables in Python?,Use the built-in getattr function to get an attribute on an object by name.  Modify the name as needed.
"I came across the Python with statement for the first time today.  I've been using Python lightly for several months and didn't even know of its existence!  Given its somewhat obscure status, I thought it would be worth asking:","I believe this has already been answered by other users before me, so I only add it for the sake of completeness: the with statement simplifies exception handling by encapsulating common preparation and cleanup tasks in so-called context managers. More details can be found in PEP 343. For instance, the open statement is a context manager in itself, which lets you open a file, keep it open as long as the execution is in the context of the with statement where you used it, and close it as soon as you leave the context, no matter whether you have left it because of an exception or during regular control flow. The with statement can thus be used in ways similar to the RAII pattern in C++: some resource is acquired by the with statement and released when you leave the with context."
"I came across the Python with statement for the first time today.  I've been using Python lightly for several months and didn't even know of its existence!  Given its somewhat obscure status, I thought it would be worth asking:",I would suggest two interesting lectures:
"I have the following string: ""aaaabbbb""",Like this:
"I have the following string: ""aaaabbbb""",See : http://codepad.org/S3zjnKoD
What will happen if two modules import each other?,"If you do import foo (inside bar.py) and import bar (inside foo.py), it will work fine. By the time anything actually runs, both modules will be fully loaded and will have references to each other."
What will happen if two modules import each other?,There was a really good discussion on this over at comp.lang.python last year. It answers your question pretty thoroughly.
"In Python, there are two similarly-named functions, exit() and sys.exit(). What's the difference and when should I use one over the other?",exit is a helper for the interactive shell - sys.exit is intended for use in programs.
"In Python, there are two similarly-named functions, exit() and sys.exit(). What's the difference and when should I use one over the other?","If I use exit() in a code and run it in the shell, it shows a message asking whether I want to kill the program or not. It's really disturbing.
See here"
When should you use generator expressions and when should you use list comprehensions in Python?,"John's answer is good (that list comprehensions are better when you want to iterate over something multiple times).  However, it's also worth noting that you should use a list if you want to use any of the list methods.  For example, the following code won't work:"
When should you use generator expressions and when should you use list comprehensions in Python?,"Iterating over the generator expression or the list comprehension will do the same thing. However, the list comprehension will create the entire list in memory first while the generator expression will create the items on the fly, so you are able to use it for very large (and also infinite!) sequences."
I saw this in someone's code. What does it mean?,"Using these magic methods (__enter__, __exit__) allows you to implement objects which can be used easily with the with statement. "
I saw this in someone's code. What does it mean?,If you know what context managers are then you need nothing more to understand __enter__ and __exit__ magic methods. Lets see a very simple example.
I'm running into a weird error when trying to install Django on my computer.,"You need to add the path of your pip installation to your PATH system variable. By default, pip is installed to C:\Python34\Scripts\pip (pip now comes bundled with new versions of python), so the path ""C:\Python34\Scripts"" needs to be added to your PATH variable."
I'm running into a weird error when trying to install Django on my computer.,"For Windows, when you install a package, you type:"
"I'm trying to plot a figure without tickmarks or numbers on either of the axes (I use axes in the traditional sense, not the matplotlib nomenclature!). An issue I have come across is where matplotlib adjusts the x(y)ticklabels by subtracting a value N, then adds N at the end of the axis.","Instead of hiding each element, you can hide the whole axis:"
"I'm trying to plot a figure without tickmarks or numbers on either of the axes (I use axes in the traditional sense, not the matplotlib nomenclature!). An issue I have come across is where matplotlib adjusts the x(y)ticklabels by subtracting a value N, then adds N at the end of the axis.",If you want to hide just the axis text keeping the grid lines:
I have this code:,With the -c (command) argument (assuming your file is named foo.py):
I have this code:,Just put hello() somewhere below the function and it will execute when you do python your_file.py
I would like to make a deep copy of a dict in python. Unfortunately the .deepcopy() method doesn't exist for the dict. How do I do that?,How about:
I would like to make a deep copy of a dict in python. Unfortunately the .deepcopy() method doesn't exist for the dict. How do I do that?,"dict.copy() is a shallow copy function for dictionary 

id is built-in function that gives you the address of variable"
If I have a function like this:,Your second way is correct. 
If I have a function like this:,"If you're using typing (introduced in Python 3.5) you can use typing.Optional, where Optional[X] is equivalent to Union[X, None]. It is used to signal that the explicit value of None is allowed . From typing.Optional:"
Is there a way to check if a column exists in a Pandas DataFrame?,This will work:
Is there a way to check if a column exists in a Pandas DataFrame?,"To check if one or more columns all exist, you can use set.issubset, as in:"
"I want to remove a certain environment created with conda. How can I achieve that? Let's say I have an active testenv environment. I tried, by following documentation, with:","You probably didn't fully deactivate the Conda environment - remember, the command you need to use with Conda is conda deactivate (for older versions, use source deactivate). So it may be wise to start a new shell and activate the environment in that before you try. Then deactivate it."
"I want to remove a certain environment created with conda. How can I achieve that? Let's say I have an active testenv environment. I tried, by following documentation, with:","After making sure your environment is not active, type:"
What do these python file extensions mean?,"Also for some further discussion on .pyc vs .pyo, take a look at: http://www.network-theory.co.uk/docs/pytut/CompiledPythonfiles.html (I've copied the important part below)"
What do these python file extensions mean?,A larger list of additional Python file-extensions (mostly rare and unofficial) can be found at http://dcjtech.info/topic/python-file-extensions/
"I would like to increase the width of the ipython notebook in my browser. I have a high-resolution screen, and I would like to expand the cell width/size to make use of this extra space.","If you don't want to change your default settings, and you only want to change the width of the current notebook you're working on, you can enter the following into a cell:"
"I would like to increase the width of the ipython notebook in my browser. I have a high-resolution screen, and I would like to expand the cell width/size to make use of this extra space.","That div.cell solution didn't actually work on my IPython, however luckily someone suggested a working solution for new IPythons:"
How can I check if a Python object is a string (either regular or Unicode)?,"Use isinstance(obj, basestring) for an object-to-test obj."
How can I check if a Python object is a string (either regular or Unicode)?,"In Python 3.x basestring is not available anymore, as str is the sole string type (with the semantics of Python 2.x's unicode)."
"I have two existing dictionaries, and I wish to 'append' one of them to the other. By that I mean that the key,values of the other dictionary should be made into the first dictionary. For example:",You can do
"I have two existing dictionaries, and I wish to 'append' one of them to the other. By that I mean that the key,values of the other dictionary should be made into the first dictionary. For example:",There are two ways to add one dictionary to another.
"When debugging in PHP, I frequently find it useful to simply stick a var_dump() in my code to show me what a variable is, what its value is, and the same for anything that it contains.","I think the best equivalent to PHP's var_dump($foo, $bar) is combine print with vars:"
"When debugging in PHP, I frequently find it useful to simply stick a var_dump() in my code to show me what a variable is, what its value is, and the same for anything that it contains.","To display a value nicely, you can use the pprint module. The easiest way to dump all variables with it is to do"
"Given a datetime.time value in Python, is there a standard way to add an integer number of seconds to it, so that 11:34:59 + 3 = 11:35:02, for example?","You can use full datetime variables with timedelta, and by providing a dummy date then using time to just get the time value."
"Given a datetime.time value in Python, is there a standard way to add an integer number of seconds to it, so that 11:34:59 + 3 = 11:35:02, for example?","As others here have stated, you can just use full datetime objects throughout:"
"I'm a little bit confused with JSON in Python.
To me, it seems like a dictionary, and for that reason
I'm trying to do that:",json.loads()
"I'm a little bit confused with JSON in Python.
To me, it seems like a dictionary, and for that reason
I'm trying to do that:","When I started using json, I was confused and unable to figure it out for some time, but finally I got what I wanted
Here is the simple solution    "
In all other languages I've worked with the super constructor is invoked implicitly. How does one invoke it in Python? I would expect super(self) but this doesn't work.,"In line with the other answers, there are multiple ways to call super class methods (including the constructor), however in Python-3.x the process has been simplified:"
In all other languages I've worked with the super constructor is invoked implicitly. How does one invoke it in Python? I would expect super(self) but this doesn't work.,super() returns a parent-like object in new-style classes:
Are there situations in which sys.stdout.write() is preferable to print? ,"print is just a thin wrapper that formats the inputs (modifiable, but by default with a space between args and newline at the end) and calls the write function of a given object. By default this object is sys.stdout, but you can pass a file using the ""chevron"" form. For example:"
Are there situations in which sys.stdout.write() is preferable to print? ,print first converts the object to a string (if it is not already a string). It will also put a space before the object if it is not the start of a line and a newline character at the end.
I'm trying to download and save an image from the web using python's requests module.,"You can either use the response.raw file object, or iterate over the response."
I'm trying to download and save an image from the web using python's requests module.,Get a file-like object from the request and copy it to a file. This will also avoid reading the whole thing into memory at once.
"I am trying to install a Python package from a private GitHub repository. For a public repository, I can issue the following command which works fine:","You can use the git+ssh URI scheme, but you must set a username. Notice the git@ part in the URI:"
"I am trying to install a Python package from a private GitHub repository. For a public repository, I can issue the following command which works fine:","As an additional technique, if you have the private repository cloned locally, you can do:"
Why or why not?,"For performance, especially when you're iterating over a large range, xrange() is usually better.  However, there are still a few cases why you might prefer range():"
Why or why not?,"No, they both have their uses:"
In Python remove() will remove the first occurrence of value in a list.,Functional approach:
In Python remove() will remove the first occurrence of value in a list.,You can use a list comprehension:
When calling,"The low_memory option is not properly deprecated, but it should be, since it does not actually do anything differently[source]"
When calling,Try:
"Currently I am working on a python project that contains sub modules and uses numpy/scipy. Ipython is used as interactive console. Unfortunately I am not very happy with workflow that I am using right now, I would appreciate some advice.",IPython comes with some automatic reloading magic:
"Currently I am working on a python project that contains sub modules and uses numpy/scipy. Ipython is used as interactive console. Unfortunately I am not very happy with workflow that I am using right now, I would appreciate some advice.","In IPython 0.12 (and possibly earlier), you can use this:"
"How would I compare two dates to see which is later, using Python?",Use the datetime method and the operator < and its kin.
"How would I compare two dates to see which is later, using Python?",Use time
What is the best way of creating an alphabetically sorted list in Python?,Basic answer:
What is the best way of creating an alphabetically sorted list in Python?,It is also worth noting the sorted() function:
"Ok so I can use an OrderedDict in json.dump. That is, an OrderedDict can be used as an input to JSON.","Yes, you can.  By specifying the object_pairs_hook argument to JSONDecoder.  In fact, this is the exact example given in the documentation."
"Ok so I can use an OrderedDict in json.dump. That is, an OrderedDict can be used as an input to JSON.",Simple version for Python 2.7+
I am getting error Expecting value: line 1 column 1 (char 0) when trying to decode JSON.,"Your code produced an empty response body, you'd want to check for that or catch the exception raised. It is possible the server responded with a 204 No Content response, or a non-200-range status code was returned (404 Not Found, etc.). Check for this."
I am getting error Expecting value: line 1 column 1 (char 0) when trying to decode JSON.,"Be sure to remember to invoke json.loads() on the contents of the file, as opposed to the file path of that JSON:"
"In Python 2.6, I want to do:",The syntax you're looking for:
"In Python 2.6, I want to do:",why don't you just define a function?
How do I use a progress bar when my script is doing some task that is likely to take time?,With tqdm (conda install tqdm or pip install tqdm) you can add a progress meter to your loops in a second:
How do I use a progress bar when my script is doing some task that is likely to take time?,There are specific libraries (like this one here) but maybe something very simple would do:
I'm trying to add items to an array in python.,"{} represents an empty dictionary, not an array/list.  For lists or arrays, you need []."
I'm trying to add items to an array in python.,If you do it this way:
How do I execute a string containing Python code in Python?,"For statements, use exec(string) (Python 2/3) or exec string (Python 2):"
How do I execute a string containing Python code in Python?,In the example a string is executed as code using the exec function.
Consider:,"In Python 3, UTF-8 is the default source encoding (see PEP 3120), so unicode characters can be used anywhere."
Consider:,Do not forget to verify if your text editor encodes properly your code in UTF-8.
"I'd simply like to convert a base-2 binary number string into an int, something like this:","You use the built-in int() function, and pass it the base of the input number, i.e. 2 for a binary number:"
"I'd simply like to convert a base-2 binary number string into an int, something like this:",Just type 0b11111111 in python interactive interface:
I'm having difficulty installing lxml with easy_install on Ubuntu 11.,"Since you're on Ubuntu, don't bother with those source packages. Just install those development packages using apt-get."
I'm having difficulty installing lxml with easy_install on Ubuntu 11.,I also had to install lib32z1-dev before lxml would compile (Ubuntu 13.04 x64).
I have a data frame like this: ,Use sort_values to sort the df by a specific column's values:
I have a data frame like this: ,"I tried the solutions above and I do not achieve results, so I found a different solution that works for me. The ascending=False is to order the dataframe in descending order, by default it is True. I am using python 3.6.6 and pandas 0.23.4 versions."
"I have a conda environment named old_name, how can I change its name to new_name without breaking references?",You can't.
"I have a conda environment named old_name, how can I change its name to new_name without breaking references?",conda create --name new_name --copy --clone old_name is better
Which is better to use for timing in Python? time.clock() or time.time()? Which one provides more accuracy?,"As of 3.3, time.clock() is deprecated, and it's suggested to use time.process_time() or time.perf_counter() instead."
Which is better to use for timing in Python? time.clock() or time.time()? Which one provides more accuracy?,"The short answer is: most of the time time.clock() will be better.
However, if you're timing some hardware (for example some algorithm you put in the GPU), then time.clock() will get rid of this time and time.time() is the only solution left."
I would like to create views or dataframes from an existing dataframe based on column selections.,You can either Drop the columns you do not need OR Select the ones you need
I would like to create views or dataframes from an existing dataframe based on column selections.,"There is a new index method called difference. It returns the original columns, with the columns passed as argument removed. "
I have a pandas data frame with two columns. I need to change the values of the first column without affecting the second one and get back the whole data frame with just first column values changed. How can I do that using apply in pandas?,Given a sample dataframe df as:
I have a pandas data frame with two columns. I need to change the values of the first column without affecting the second one and get back the whole data frame with just first column values changed. How can I do that using apply in pandas?,"For a single column better to use map(), like this:"
How do I add an optional flag to my command line args?,"As you have it, the argument w is expecting a value after -w on the command line. If you are just looking to flip a switch by setting a variable True or False, have a look here (specifically store_true and store_false)"
How do I add an optional flag to my command line args?,Adding a quick snippet to have it ready to execute:
I am not able to access my data in the JSON. What am I doing wrong?,"json.dumps() converts a dictionary to str object, not a json(dict) object! So you have to load your str into a dict to use it by using json.loads() method"
I am not able to access my data in the JSON. What am I doing wrong?,json.dumps() returns the JSON string representation of the python dict. See the docs
"What is the __main__.py file for, what sort of code should I put into it, and when should I have one?","Often, a Python program is run by naming a .py file on the command line:"
"What is the __main__.py file for, what sort of code should I put into it, and when should I have one?","When creating a Python module, it is common to make the module execute some functionality (usually contained in a main function) when run as the entry point of the program. This is typically done with the following common idiom placed at the bottom of most Python files:"
How can I sort an array in NumPy by the nth column?,To sort by the second column of a:
How can I sort an array in NumPy by the nth column?,@steve's answer is actually the most elegant way of doing it.
"I'm trying to build a simple API using Flask, in which I now want to read some POSTed JSON. I do the POST with the Postman Chrome extension, and the JSON I POST is simply {""text"":""lalala""}. I try to read the JSON using the following method:","First of all, the .json attribute is a property that delegates to the request.get_json() method, which documents why you see None here. "
"I'm trying to build a simple API using Flask, in which I now want to read some POSTed JSON. I do the POST with the Postman Chrome extension, and the JSON I POST is simply {""text"":""lalala""}. I try to read the JSON using the following method:","For reference, here's complete code for how to send json from a Python client:"
"I can't really think of any reason why Python needs the del keyword (and most languages seem to not have a similar keyword). For instance, rather than deleting a variable, one could just assign None to it. And when deleting from a dictionary, a del method could be added.","Firstly, you can del other things besides local variables"
"I can't really think of any reason why Python needs the del keyword (and most languages seem to not have a similar keyword). For instance, rather than deleting a variable, one could just assign None to it. And when deleting from a dictionary, a del method could be added.",There's this part of what del does (from the Python Language Reference):
"I find myself frequently using Python's interpreter to work with databases, files, etc -- basically a lot of manual formatting of semi-structured data.  I don't properly save and clean up the useful bits as often as I would like.  Is there a way to save my input into the shell (db connections, variable assignments, little for loops and bits of logic) -- some history of the interactive session?  If I use something like script I get too much stdout noise.  I don't really need to pickle all the objects -- though if there is a solution that does that, it would be OK.  Ideally I would just be left with a script that ran as the one I created interactively, and I could just delete the bits I didn't need.  Is there a package that does this, or a DIY approach?","IPython is extremely useful if you like using interactive sessions. For example for your use-case there is the %save magic command, you just input %save my_useful_session 10-20 23 to save input lines 10 to 20 and 23 to my_useful_session.py (to help with this, every line is prefixed by its number)."
"I find myself frequently using Python's interpreter to work with databases, files, etc -- basically a lot of manual formatting of semi-structured data.  I don't properly save and clean up the useful bits as often as I would like.  Is there a way to save my input into the shell (db connections, variable assignments, little for loops and bits of logic) -- some history of the interactive session?  If I use something like script I get too much stdout noise.  I don't really need to pickle all the objects -- though if there is a solution that does that, it would be OK.  Ideally I would just be left with a script that ran as the one I created interactively, and I could just delete the bits I didn't need.  Is there a package that does this, or a DIY approach?",From Andrew Jones's website (archived):
"Can someone explain to me what is the purpose of meshgrid function in Numpy? I know it creates some kind of grid of coordinates for plotting, but I can't really see the direct benefit of it.",The purpose of meshgrid is to create a rectangular grid out of an array of x values and an array of y values.
"Can someone explain to me what is the purpose of meshgrid function in Numpy? I know it creates some kind of grid of coordinates for plotting, but I can't really see the direct benefit of it.",Courtesy of Microsoft Excel: 
Is it possible to install packages using pip from the local filesystem?,What about::
Is it possible to install packages using pip from the local filesystem?,I am pretty sure that what you are looking for is called --find-links option.
Very similar to this question but with the difference that my figure can be as large as it needs to be.,Try using plt.tight_layout
Very similar to this question but with the difference that my figure can be as large as it needs to be.,You can use plt.subplots_adjust to change the spacing between the subplots (source)
"I would like to get the first item from a list matching a condition. It's important that the resulting method not process the entire list, which could be quite large. For example, the following function is adequate:",If you want StopIteration to be raised if no matching element is found:
"I would like to get the first item from a list matching a condition. It's important that the resulting method not process the entire list, which could be quite large. For example, the following function is adequate:","I love this answer. However, since next() raise a StopIteration exception when there are no items,
i would use the following snippet to avoid an exception:"
"What's your preferred way of getting the current system status (current CPU, RAM, free disk space, etc.) in Python? Bonus points for unix and Windows platforms.","The psutil library gives you information about CPU, RAM, etc., on a variety of platforms:"
"What's your preferred way of getting the current system status (current CPU, RAM, free disk space, etc.) in Python? Bonus points for unix and Windows platforms.","Use the psutil library.  On Ubuntu 18.04, pip installed 5.5.0 (latest version) as of 1-30-2019.  Older versions may behave somewhat differently.
You can check your version of psutil by doing this in Python:"
"Is there a way to select pytest tests to run from a file?
For example, a file foo.txt containing a list of tests to be executed:",You can use -k option to run test cases with different patterns:
"Is there a way to select pytest tests to run from a file?
For example, a file foo.txt containing a list of tests to be executed:",Pytest supports several ways to run and select tests from the command-line.
The community reviewed whether to reopen this question 4 months ago and left it closed:,"In Python 3.2+, you can elegantly do the following:"
