question,answer
What is the difference between 'SAME' and 'VALID' padding in tf.nn.max_pool of tensorflow?,"When stride is 1 (more typical with convolution than pooling), we can think of the following distinction:"
"Is there a Pool class for worker threads, similar to the multiprocessing module's Pool class?","I just found out that there actually  is a thread-based Pool interface in the multiprocessing module, however it is hidden somewhat and not properly documented."
"Is there a Pool class for worker threads, similar to the multiprocessing module's Pool class?","In Python 3 you can use concurrent.futures.ThreadPoolExecutor, i.e.:"
"I have a timezone aware timestamptz field in PostgreSQL. When I pull data from the table, I then want to subtract the time right now so I can get it's age.",have you tried to remove the timezone awareness?
"I have a timezone aware timestamptz field in PostgreSQL. When I pull data from the table, I then want to subtract the time right now so I can get it's age.","The correct solution is to add the timezone info e.g., to get the current time as an aware datetime object in Python 3:"
I can't figure out how to use an array or matrix in the way that I would normally use a list. I want to create an empty array (or matrix) and then add one column (or row) to it at a time.,"You have the wrong mental model for using NumPy efficiently. NumPy arrays are stored in contiguous blocks of memory. If you want to add rows or columns to an existing array, the entire array needs to be copied to a new block of memory, creating gaps for the new elements to be stored. This is very inefficient if done repeatedly to build an array."
I can't figure out how to use an array or matrix in the way that I would normally use a list. I want to create an empty array (or matrix) and then add one column (or row) to it at a time.,"A NumPy array is a very different data structure from a list and is designed to be used in different ways.  Your use of hstack is potentially very inefficient... every time you call it, all the data in the existing array is copied into a new one. (The append function will have the same issue.)  If you want to build up your matrix one column at a time, you might be best off to keep it in a list until it is finished, and only then convert it into an array."
"Unless I'm mistaken, creating a function in Python works like this:",The other answers have done a good job at explaining duck typing and the simple answer by tzot:
"Unless I'm mistaken, creating a function in Python works like this:","Python is strongly typed because every object has a type, every object knows its type, it's impossible to accidentally or deliberately use an object of a type ""as if"" it was an object of a different type, and all elementary operations on the object are delegated to its type."
How can I sort this list in descending order?,This will give you a sorted version of the array.
How can I sort this list in descending order?,"In one line, using a lambda:"
"Two options in setup.py develop and install are confusing me. According to this site, using develop creates a special link to site-packages directory.",python setup.py install is used to install (typically third party) packages that you're not going to develop/modify/debug yourself.
"Two options in setup.py develop and install are confusing me. According to this site, using develop creates a special link to site-packages directory.",From the documentation. The develop will not install the package but it will create a .egg-link in the deployment directory back to the project source code directory.
"This is probably a trivial question, but how do I parallelize the following loop in python?",Using multiple threads on CPython won't give you better performance for pure-Python code due to the global interpreter lock (GIL).  I suggest using the multiprocessing module instead:
"This is probably a trivial question, but how do I parallelize the following loop in python?","The above works beautifully on my machine (Ubuntu, package joblib was pre-installed, but can be installed via pip install joblib)."
"I recently discovered pytest. It seems great. However, I feel the documentation could be better.",Is this the correct use of conftest.py?
"I recently discovered pytest. It seems great. However, I feel the documentation could be better.",In a wide meaning conftest.py is a local per-directory plugin. Here you define directory-specific hooks and fixtures. In my case a have a root directory containing project specific tests directories. Some common magic is stationed in 'root' conftest.py. Project specific - in their own ones. Can't see anything bad in storing fixtures in conftest.py unless they are not used widely (In that case I prefer to define them in test files directly)
"I'm sure this is a trivial operation, but I can't figure out how it's done.",From the Django documentation:
"I'm sure this is a trivial operation, but I can't figure out how it's done.",When you have list of items and you want to check the possible values from the list then you can't use =.
I would like to install scipy-0.15.1-cp33-none-win_amd64.whl that I have saved to the local drive. I am using:,cp33 means CPython 3.3.
I would like to install scipy-0.15.1-cp33-none-win_amd64.whl that I have saved to the local drive. I am using:,This can also be caused by using an out-of-date pip with a recent wheel file.
"If you read an entire file with content = open('Path/to/file', 'r').read() is the file handle left open until the script exits?  Is there a more concise method to read a whole file? ",The answer to that question depends somewhat on the particular Python implementation.  
"If you read an entire file with content = open('Path/to/file', 'r').read() is the file handle left open until the script exits?  Is there a more concise method to read a whole file? ",You can use pathlib.
"In numpy, some of the operations return in shape (R, 1) but some return (R,). This will make matrix multiplication more tedious since explicit reshape is required. For example, given a matrix M, if we want to do numpy.dot(M[:,0], numpy.ones((1, R))) where R is the number of rows (of course, the same issue also occurs column-wise). We will get matrices are not aligned error since M[:,0] is in shape (R,) but numpy.ones((1, R)) is in shape (1, R).","You write, ""I know literally it's list of numbers and list of lists where all list contains only a number"" but that's a bit of an unhelpful way to think about it."
"In numpy, some of the operations return in shape (R, 1) but some return (R,). This will make matrix multiplication more tedious since explicit reshape is required. For example, given a matrix M, if we want to do numpy.dot(M[:,0], numpy.ones((1, R))) where R is the number of rows (of course, the same issue also occurs column-wise). We will get matrices are not aligned error since M[:,0] is in shape (R,) but numpy.ones((1, R)) is in shape (1, R).","The difference between (R,) and (1,R) is literally the number of indices that you need to use.  ones((1,R)) is a 2-D array that happens to have only one row.  ones(R) is a vector.  Generally if it doesn't make sense for the variable to have more than one row/column, you should be using a vector, not a matrix with a singleton dimension."
"Both function return the same list.
Then what is the need of two different functions performing same job.",The current API is that:
"Both function return the same list.
Then what is the need of two different functions performing same job.",As explained here a key difference is that:
I am trying to install PIL (the Python Imaging Library) using the command:,https://pypi.org/project/Pillow/
I am trying to install PIL (the Python Imaging Library) using the command:,This works for me:
How do I convert a numpy.datetime64 object to a datetime.datetime (or Timestamp)?,You can just use the pd.Timestamp constructor. The following diagram may be useful for this and related questions. 
How do I convert a numpy.datetime64 object to a datetime.datetime (or Timestamp)?,Welcome to hell.
"Suppose I have a dataframe with columns a, b and c, I want to sort the dataframe by column b in ascending order, and by column c in descending order, how do I do this?","As of the 0.17.0 release, the sort method was deprecated in favor of sort_values.  sort was completely removed in the 0.20.0 release. The arguments (and results) remain the same:"
"Suppose I have a dataframe with columns a, b and c, I want to sort the dataframe by column b in ascending order, and by column c in descending order, how do I do this?","As of pandas 0.17.0, DataFrame.sort() is deprecated, and set to be removed in a future version of pandas. The way to sort a dataframe by its values is now is DataFrame.sort_values"
Which image processing techniques could be used to implement an application that detects the Christmas trees displayed in the following images?,"I have an approach which I think is interesting and a bit different from the rest.  The main difference in my approach, compared to some of the others, is in how the image segmentation step is performed--I used the DBSCAN clustering algorithm from Python's scikit-learn; it's optimized for finding somewhat amorphous shapes that may not necessarily have a single clear centroid."
Which image processing techniques could be used to implement an application that detects the Christmas trees displayed in the following images?,"EDIT NOTE: I edited this post to (i) process each tree image individually, as requested in the requirements, (ii) to consider both object brightness and shape in order to improve the quality of the result. "
What is the difference between Numpy's array() and asarray() functions? When should you use one rather than the other? They seem to generate identical output for all the inputs I can think of.,The definition of asarray is:
What is the difference between Numpy's array() and asarray() functions? When should you use one rather than the other? They seem to generate identical output for all the inputs I can think of.,"Since other questions are being redirected to this one which ask about asanyarray or other array creation routines, it's probably worth having a brief summary of what each of them does."
How do I change the size of my image so it's suitable for printing?,You can also set figure size by passing dictionary to rc parameter with key 'figure.figsize' in seaborn set method:
How do I change the size of my image so it's suitable for printing?,"You need to create the matplotlib Figure and Axes objects ahead of time, specifying how big the figure is:"
"Let’s say I have a NumPy array, a:","np.r_[ ... ] and np.c_[ ... ]
are useful alternatives to vstack and hstack,
with square brackets [] instead of round ().
A couple of examples:"
"Let’s say I have a NumPy array, a:",I think a more straightforward solution and faster to boot is to do the following:
Suppose I have the following argparse snippet:,Use the argparse.ArgumentDefaultsHelpFormatter formatter:
Suppose I have the following argparse snippet:,Add '%(default)s' to the help parameter to control what is displayed.
"I'm learning to use matplotlib by studying examples, and a lot of examples seem to include a line like the following before creating a single plot...","plt.subplots() is a function that returns a tuple containing a figure and axes object(s). Thus when using fig, ax = plt.subplots() you unpack this tuple into the variables fig and ax. Having fig is useful if you want to change figure-level attributes or save the figure as an image file later (e.g. with fig.savefig('yourfilename.png')). You certainly don't have to use the returned figure object but many people do use it later so it's common to see. Also, all axes objects (the objects that have plotting methods), have a parent figure object anyway, thus:"
"I'm learning to use matplotlib by studying examples, and a lot of examples seem to include a line like the following before creating a single plot...",Just a supplement here.
How do I get the probability of a string being similar to another string in Python?,There is a built in.
How do I get the probability of a string being similar to another string in Python?,I think maybe you are looking for an algorithm describing the distance between strings. Here are some you may refer to:  
"I see a lot on converting a date string to an datetime object in Python, but I want to go the other way.
I've got ",You can use strftime to help you format your date.
"I see a lot on converting a date string to an datetime object in Python, but I want to go the other way.
I've got ","date and datetime objects (and time as well) support a mini-language to specify output, and there are two ways to access it:"
"How do I make Python dictionary members accessible via a dot "".""?",I've always kept this around in a util file. You can use it as a mixin on your own classes too.
"How do I make Python dictionary members accessible via a dot "".""?",You can do it using this class I just made. With this class you can use the Map object like another dictionary(including json serialization) or with the dot notation. I hope to help you:
"I have a plot with two y-axes, using twinx(). I also give labels to the lines, and want to show them with legend(), but I only succeed to get the labels of one axis in the legend:",You can easily add a second legend by adding the line:
"I have a plot with two y-axes, using twinx(). I also give labels to the lines, and want to show them with legend(), but I only succeed to get the labels of one axis in the legend:","I'm not sure if this functionality is new, but you can also use the get_legend_handles_labels() method rather than keeping track of lines and labels yourself:"
What is the difference between raw_input() and input() in Python 3?,"The difference is that raw_input() does not exist in Python 3.x, while input() does.  Actually, the old raw_input() has been renamed to input(), and the old input() is gone, but can easily be simulated by using eval(input()).  (Remember that eval() is evil. Try to use safer ways of parsing your input if possible.)"
What is the difference between raw_input() and input() in Python 3?,"In Python 2, raw_input() returns a string, and input() tries to run the input as a Python expression."
"I have one field in a pandas DataFrame that was imported as string format. 
It should be a datetime variable.
How do I convert it to a datetime column and then filter based on date.","Use the to_datetime function, specifying a format to match your data."
"I have one field in a pandas DataFrame that was imported as string format. 
It should be a datetime variable.
How do I convert it to a datetime column and then filter based on date.",If you have more than one column to be converted you can do the following:
I want to write a Django query equivalent to this SQL query:,via Documentation
I want to write a Django query equivalent to this SQL query:,"Because QuerySets implement the Python __or__ operator (|), or union, it just works. As you'd expect, the | binary operator returns a QuerySet so order_by(), .distinct(), and other queryset filters can be tacked on to the end."
In a similar way to using varargs in C or C++:,Yes. You can use *args as a non-keyword argument. You will then be able to pass any number of arguments.
In a similar way to using varargs in C or C++:,Adding to unwinds post:
This is the best algorithm I could come up.,"Warning: timeit results may vary due to differences in hardware or
version of Python.  "
This is the best algorithm I could come up.,Faster & more memory-wise pure Python code:
"I am trying to reconcile my understand of LSTMs and pointed out here in this post by Christopher Olah implemented in Keras. I am following the blog written by Jason Brownlee for the Keras tutorial. What I am mainly confused about is,","As a complement to the accepted answer, this answer shows keras behaviors and how to achieve each picture."
"I am trying to reconcile my understand of LSTMs and pointed out here in this post by Christopher Olah implemented in Keras. I am following the blog written by Jason Brownlee for the Keras tutorial. What I am mainly confused about is,","First of all, you choose great tutorials(1,2) to start."
gives you,"Because it's more common to call range(0, 10) which returns [0,1,2,3,4,5,6,7,8,9] which contains 10 elements which equals len(range(0, 10)). Remember that programmers prefer 0-based indexing."
gives you,"Although there are some useful algorithmic explanations here, I think it may help to add some simple 'real life' reasoning as to why it works this way, which I have found useful when introducing the subject to young newcomers:"
I'm launching a subprocess with the following command:,"Use a process group so as to enable sending a signal to all the process in the groups. For that, you should attach a session id to the parent process of the spawned/child processes, which is a shell in your case. This will make it the group leader of the processes. So now, when a signal is sent to the process group leader, it's transmitted to all of the child processes of this group."
I'm launching a subprocess with the following command:,p.kill() ends up killing the shell process and cmd is still running.
"How do I convert a NumPy array to a Python List (for example [[1,2,3],[4,5,6]] ), and do it reasonably fast?",Use tolist():
"How do I convert a NumPy array to a Python List (for example [[1,2,3],[4,5,6]] ), and do it reasonably fast?",The numpy .tolist method produces nested lists if the numpy array shape is 2D.
